w3_urban,w3_hhid,exp_total,hh_size,dw_hh,hh_weight,housing_wgt,food_wgt,intox_wgt,entsprt_wgt,comm_wgt,clothing_wgt,hhitems_wgt,health_wgt,educ_wgt,trans_wgt,ptrans_wgt,misc_wgt,w3_african,w3_coloured,w3_indas,w3_white,ew_hh,pers_inc_d,pers_inc_e,hrslstwk,hrslstwk_e,hrslstwk_d,cluster,wage_e,wage_d,pers_inc_hh,w3_ruralform,w3_tribal,w3_urbaninf,w3_province,w3_gc_dc,w3_h_rntpay,w3_h_ownmn,food,w3_h_nfcigspn,w3_h_nfalcspn,w3_h_nfentspn,w3_h_nfsprspn,w3_h_nfperspn,w3_h_nfjewspn,w3_h_nftrpspn,w3_h_nfcelspn,w3_h_nftelspn,w3_h_nfnetspn,w3_h_nflotspn,w3_h_nfcerspn,w3_h_nfcarspn,w3_h_nfpetrspn,ptrans,w3_h_nfwatspn,w3_h_nfelespn,w3_h_nfenespn,w3_h_nfmunspn,w3_h_nflevspn,w3_h_nfinsfspn,w3_h_nfinseduspn,w3_h_nfinslspn,w3_h_nfinsshspn,w3_h_nfmedaidspn,w3_h_nfkitspn,w3_h_nfdwlspn,w3_h_nfbedspn,w3_h_nfmatspn,w3_h_nfhpspn,w3_h_nffrnspn,w3_h_nfclthspn,w3_h_nfclthaspn,w3_h_nfclthmspn,w3_h_nfdocspn,w3_h_nfhspspn,w3_h_nfmedspn,w3_h_nftradspn,w3_h_nfhomspn,w3_h_nfschfeespn,w3_h_nfschstatspn,w3_h_nfschunispn,w3_h_nfschospn,w3_h_nfwshspn,w3_h_nfchldspn,w3_h_nfrelspn,w3_h_nfdomspn,w3_h_nfpetsspn,w3_h_nfswimspn,w3_h_nftoysspn,w3_h_nfgftsspn,w3_h_nflobspn,w3_h_nfinctaxspn,w3_h_tinc,w3_h_tinc_cat,w3_hhgeo,w3_h_fdtot_cat,w3_h_refrem,w3_h_sub,deathill_neg,stock_neg,income_neg,other_neg,dest_neg,pers_inc_d_avg,pers_inc_e_avg,hrslstwk_dom_avg,dw_count,ew_count,housing,intox,entsprt,comm,clothing,hhitems,health,educ,trans,misc,sole_provider_d,pop_g1,pop_g2,pop_g3,pop_g4,pop_g5,dom_employ_hh,fweight,dw_emp,joburg_ct_u,pret_ct_u,pret_jo_u,foodflag,exp_k,food_inf,intox_inf,clothing_inf,housing_inf,hhitems_inf,health_inf,trans_inf,ptrans_inf,comm_inf,entsprt_inf,educ_inf,misc_inf,food_infwgt,intox_infwgt,clothing_infwgt,housing_infwgt,hhitems_infwgt,health_infwgt,trans_infwgt,ptrans_infwgt,comm_infwgt,entsprt_infwgt,educ_infwgt,misc_infwgt,hh_inflation,minwage_change,inf_diff,inf_diff_cat
1,300217,1975,1,1,2199.773682,0.1493671,0.2531646,0,0,0.0405063,0.3544304,0,0,0,0,0.2025317,0,1,0,0,0,1,2900,2900,45,45,45,8013,14.88324,14.88324,2900,0,0,0,8. Mpumalanga,31. Nkangala District Municipality,,,500,,,,,,,,80,,,,,,,400,,200,15,80,,,,,,,,,,,,,600,100,,,,,,,,,,,,,,,,,,,,,2900,,3. Urban Formal,,1,0,1,0,0,0,0,2900,2900,,2199.774,2199.774,295,0,0,80,700,0,0,0,0,0,1,1,0,0,0,0,1,2199,DW Household,,,,0,1.975,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0222785,0,0.0191392,0.0085139,0,0,0,0.0131646,-0.0002025,0,0,0,0.0628937,0.076,0.0131063,>=1%
0,300222,3320,5,1,709.750061,0.1656626,0.3012048,0,0,0.0753012,0.2168675,0.0903614,0,0,0,0,0.1506024,5,0,0,0,1,4600,4600,47,47,47,6003,22.60331,22.60331,4600,0,1,0,6. North West,37. Bojanala District Municipality,350,,1000,,,,,300,,,250,,,,,,,,,200,,,,,,,,350,,,,,,,720,,,,,,,,,,,,150,,,,,,,,,,4500,,2. Tribal Authority Areas,,1,0,0,0,0,0,0,4600,4600,,709.7501,709.7501,550,0,0,250,720,300,0,0,0,500,1,1,0,0,0,0,1,709,DW Household,,,,0,3.32,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.026506,0,0.0117108,0.0094428,0.0033434,0,0,0,-0.0003765,0,0,0.010241,0.0608675,0.076,0.0151325,>=1%
1,300226,1110,1,1,463.9362183,0.3603604,0.4504505,0,0,0.045045,0,0.0900901,0,0,0,0,0.0540541,1,0,0,0,1,600,600,50,50,50,5072,2.771363,2.771363,600,0,0,0,5. KwaZulu-Natal,572. Ethekwini Municipality,400,,500,,,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1000,,3. Urban Formal,,1,0,0,0,0,0,0,600,600,,463.9362,463.9362,400,0,0,50,0,100,0,0,0,60,1,1,0,0,0,0,1,463,DW Household,,,,0,1.11,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0396396,0,0,0.0205405,0.0033333,0,0,0,-0.0002252,0,0,0.0036757,0.066964,0.076,0.009036,>=0.5% & <1%
0,300235,1055,4,1,848.6997681,0.0208531,0.900474,0,0,0.0616114,0,0,0,0,0,0,0.0170616,4,0,0,0,1,500,500,48,48,48,5058,2.405697,2.405697,500,0,1,0,5. KwaZulu-Natal,28. Uthungulu District Municipality,,,950,,,,,,,,65,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,1520,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,500,500,,848.6998,848.6998,22,0,0,65,0,0,0,0,0,18,1,1,0,0,0,0,1,848,DW Household,,,,1,1.055,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0792417,0,0,0.0011886,0,0,0,0,-0.0003081,0,0,0.0011602,0.0812825,0.076,-0.0052825,< 0%
0,300241,2618,4,0,709.0105591,0.0763942,0.2673797,0,0,0.0840336,0.381971,0.0114591,0,0,0,0,0.1787624,4,0,0,0,1,0,2500,8,8,0,3023,72.1709,,2500,0,1,0,2. Eastern Cape,14. Ukhahlamba District Municipality,,,700,,,,,30,,,220,,,100,,,,,,200,,,,70,,100,,,,,,,,,600,400,,,,,,,,,,,28,,100,,70,,,,,,2500,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,2500,,0,709.0106,200,0,0,220,1000,30,0,0,0,468,,1,0,0,0,0,1,709,DW Employer,,,,0,2.618,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0235294,0,0.0206264,0.0043545,0.000424,0,0,0,-0.0004202,0,0,0.0121558,0.06067,0.076,0.01533,>=1%
0,300246,700,19,1,569.7211914,0.1428571,0.8571429,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,900,900,58,58,58,5035,3.583658,3.583658,900,0,1,0,5. KwaZulu-Natal,25. Amajuba District Municipality,,,600,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2. Tribal Authority Areas,,0,0,1,0,0,0,0,900,900,,569.7212,569.7212,100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,569,DW Household,,,,1,0.7,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0754286,0,0,0.0081429,0,0,0,0,0,0,0,0,0.0835714,0.076,-0.0075714,< 0%
0,300256,2490,1,0,1534.291748,0.6827309,0.2008032,0,0,0.0401606,0,0,0,0,0,0,0.0763052,1,0,0,0,1,0,9000,48,48,0,6033,43.30254,,9000,0,1,0,6. North West,81. Kgalagadi District Municipality,,1600,500,,,,,,,,100,,,,,,,,,100,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,10,2. Tribal Authority Areas,,0,0,0,0,0,0,0,,9000,,0,1534.292,1700,0,0,100,0,0,0,0,0,190,,1,0,0,0,0,1,1534,DW Employer,,,,0,2.49,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0176707,0,0,0.0389157,0,0,0,0,-0.0002008,0,0,0.0051888,0.0615743,0.076,0.0144257,>=1%
1,300259,5228,8,1,986.2765503,0.0382555,0.0573833,0.003443,0,0.0200842,0,0.8330145,0,0,0,0,0.0478194,8,0,0,0,1,900,1700,21,21,12,2031,18.92481,17.32102,1700,0,0,0,2. Eastern Cape,14. Ukhahlamba District Municipality,,,300,18,,,,150,,,105,,,,,,,,,,200,,,100,,100,,,,,,,4185,,,,,,,,,,,,,,50,,,,,,20,,,,900,,3. Urban Formal,,1,0,1,0,0,0,0,900,850,,986.2766,1972.553,200,18,0,105,0,4355,0,0,0,250,0,1,0,0,0,0,1,986,DW Household,,,,0,5.228,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0050497,0.000179,0,0.0021806,0.0308215,0,0,0,-0.0001004,0,0,0.0032517,0.0413822,0.076,0.0346178,>=1%
0,300260,1965,6,1,2409.23999,0.0305344,0.8142493,0.0458015,0,0.0508906,0,0,0,0,0,0,0.0585242,6,0,0,0,1,1000,1000,50,50,50,9011,4.618937,4.618937,1000,0,1,0,9. Limpopo,34. Vhembe District Municipality,,,1600,30,60,,,,,,100,,,,,,,,,60,,,,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,2. Tribal Authority Areas,,0,0,0,1,0,0,0,1000,1000,,2409.24,2409.24,60,90,0,100,0,0,0,0,0,115,1,1,0,0,0,0,1,2409,DW Household,,,,1,1.965,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0716539,0.0023817,0,0.0017405,0,0,0,0,-0.0002545,0,0,0.0039796,0.0795013,0.076,-0.0035013,< 0%
1,300261,970,1,0,596.4301147,0.5670103,0.3092783,0.1030928,0,0,0,0,0,0,0,0,0.0206186,1,0,0,0,1,0,1800,40,40,0,5031,10.39261,,1800,0,0,0,7. Gauteng,773. Ekurhuleni Metropolitan Municipality,550,,300,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,1800,,3. Urban Formal,,1,0,0,0,0,0,0,,1800,,0,596.4301,550,100,0,0,0,0,0,0,0,20,,1,0,0,0,0,1,596,DW Employer,,,,0,0.97,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0272165,0.0053608,0,0.0323196,0,0,0,0,0,0,0,0.0014021,0.066299,0.076,0.009701,>=0.5% & <1%
0,300263,230,3,1,1998.478149,0.0434783,0.8695652,0,0,0.0869565,0,0,0,0,0,0,0,3,0,0,0,1,800,800,24,24,24,8028,7.698229,7.698229,800,0,1,0,8. Mpumalanga,32. Ehlanzeni District Municipality,,,200,,,,,,,,20,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,800,800,,1998.478,1998.478,10,0,0,20,0,0,0,0,0,0,1,1,0,0,0,0,1,1998,DW Household,,,,1,0.23,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0765217,0,0,0.0024783,0,0,0,0,-0.0004348,0,0,0,0.0785652,0.076,-0.0025652,< 0%
0,300279,1050,9,1,3674.267822,0.2380952,0.7619048,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,2800,2800,8,8,8,5078,80.83141,80.83141,2800,0,0,1,5. KwaZulu-Natal,572. Ethekwini Municipality,,,800,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,,4. Urban Informal,,1,0,0,0,0,0,0,2800,2800,,3674.268,3674.268,250,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3674,DW Household,,,,1,1.05,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0670476,0,0,0.0135714,0,0,0,0,0,0,0,0,0.080619,0.076,-0.004619,< 0%
1,300304,750,1,1,4038.768066,0,0.6666667,0,0,0.1333333,0,0.0666667,0,0,0,0,0.1333333,1,0,0,0,1,1800,1800,66,66,66,8019,6.298552,6.298552,1800,0,0,0,7. Gauteng,76. City Of Tshwane Metropolitan Municipality,,,500,,,,,50,,,100,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,,3. Urban Formal,,1,0,0,0,0,0,0,1800,1800,,4038.768,4038.768,0,0,0,100,0,50,0,0,0,100,1,1,0,0,0,0,1,4038,DW Household,,1,1,1,0.75,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0586667,0,0,0,0.0024667,0,0,0,-0.0006667,0,0,0.0090667,0.0695333,0.076,0.0064667,>=0.5% & <1%
1,300317,2220,2,0,1139.86438,0.1801802,0.4054054,0.2702703,0,0.0225225,0,0.0315315,0,0.045045,0,0,0.045045,2,0,0,0,1,0,3000,48,48,0,8010,14.43418,,3000,0,0,0,8. Mpumalanga,30. Govan Mbeki Municipality,350,,900,100,500,,,70,,,50,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,,,,,,,,,,2300,,3. Urban Formal,,1,1,0,0,0,0,0,,3000,,0,1139.864,400,600,0,50,0,70,0,100,0,100,,1,0,0,0,0,1,1139,DW Employer,,,,0,2.22,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0356757,0.0140541,0,0.0102703,0.0011667,0,0,0,-0.0001126,0,0.0039189,0.0030631,0.068036,0.076,0.007964,>=0.5% & <1%
0,300322,410,1,1,115.6059265,0,0.4878049,0,0,0.1463415,0,0.2439024,0,0,0,0,0.1219512,1,0,0,0,1,1600,1600,40,40,40,5074,9.237875,9.237875,1600,1,0,0,5. KwaZulu-Natal,43. Sisonke District Municipality,,,200,,,,,100,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,1600,,1. Rural Formal,,0,0,0,0,0,0,0,1600,1600,,115.6059,115.6059,0,0,0,60,0,100,0,0,0,50,1,1,0,0,0,0,1,115,DW Household,,,,0,0.41,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0429268,0,0,0,0.0090244,0,0,0,-0.0007317,0,0,0.0082927,0.0595122,0.076,0.0164878,>=1%
1,300323,3620,7,1,107.4455338,0.0414365,0.2209945,0.0552486,0,0.0138122,0.3922652,0.0939227,0,0,0,0.0414365,0.140884,0,7,0,0,1,1200,1200,24,24,24,1052,11.54734,11.54734,1200,0,0,0,1. Western Cape,5. Central Karoo District Municipality,,,800,,200,,,60,,,50,,,,,,,150,,150,,,,360,,,,,30,,,,,,150,1270,,,,,,,,,,,60,,90,,,,,250,,,4540,,3. Urban Formal,,1,1,1,0,0,0,0,1200,1200,,107.4455,107.4455,150,200,0,50,1420,340,0,0,0,510,1,0,1,0,0,0,1,107,DW Household,,,,0,3.62,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0194475,0.0028729,0.0211823,0.0023619,0.0034751,0,0,0.0026934,-0.0000691,0,0,0.0095801,0.0615442,0.076,0.0144558,>=1%
1,300328,1200,5,0,664.9463501,0.125,0.6666667,0.0416667,0,0,0,0,0,0,0,0,0.1666667,5,0,0,0,1,0,2500,30,30,0,2030,19.24557,,2500,0,0,0,2. Eastern Cape,14. Ukhahlamba District Municipality,,,800,50,,,,,,,,,,,,,,,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,2000,,3. Urban Formal,,1,0,0,0,0,0,0,,2500,,0,664.9464,150,50,0,0,0,0,0,0,0,200,,1,0,0,0,0,1,664,DW Employer,,,,1,1.2,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0586667,0.0021667,0,0.007125,0,0,0,0,0,0,0,0.0113333,0.0792917,0.076,-0.0032917,< 0%
0,300332,860,3,0,262.0597229,0.2325581,0.4069767,0.1744186,0,0.0581395,0,0.1046512,0,0,0,0,0.0232558,0,3,0,0,1,0,1650,45,45,0,1004,8.468052,,1650,1,0,0,1. Western Cape,1. West Coast District Municipality,100,,350,100,50,,,,,,50,,,,,,,,,100,,,,,,,,,70,,,,,,,,,,,,,,,,,,20,,,20,,,,,,,1850,,1. Rural Formal,,0,0,0,0,0,0,0,,1650,,0,262.0597,200,150,0,50,0,90,0,0,0,20,,0,1,0,0,0,1,262,DW Employer,,,,0,0.86,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.035814,0.0090698,0,0.0132558,0.0038721,0,0,0,-0.0002907,0,0,0.0015814,0.0633023,0.076,0.0126977,>=1%
1,300375,1400,3,1,709.6118164,0.4642857,0.3571429,0,0,0,0,0,0,0.1071429,0,0,0.0714286,3,0,0,0,1,1300,1300,40,40,40,2006,7.505774,7.505774,1300,0,0,0,2. Eastern Cape,10. Cacadu District Municipality,500,,500,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,150,,,,100,,,,,,,,,,2080,,3. Urban Formal,,1,1,1,0,0,0,0,1300,1300,,709.6118,709.6118,650,0,0,0,0,0,0,150,0,100,1,1,0,0,0,0,1,709,DW Household,,,,0,1.4,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0314286,0,0,0.0264643,0,0,0,0,0,0,0.0093214,0.0048571,0.0720714,0.076,0.0039286,>=0% & <0.5%
1,300376,3780,6,1,1929.224731,0.0396825,0.3439153,0,0.0661376,0.026455,0,0.462963,0,0,0,0,0.0608466,6,0,0,0,1,3800,3800,40,40,40,4012,21.93995,21.93995,3800,0,0,0,4. Free State,17. Motheo District Municipality,,,1300,,,250,,150,,,100,,,,,,,,,150,,,,,,,,,,1600,,,,,,,,,,,,,,,,,150,,80,,,,,,,,5740,,3. Urban Formal,,1,0,1,0,0,0,0,3800,3800,,1929.225,1929.225,150,0,250,100,0,1750,0,0,0,230,1,1,0,0,0,0,1,1929,DW Household,,,,0,3.78,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0302646,0,0,0.0022619,0.0171296,0,0,0,-0.0001323,0.0017857,0,0.0041376,0.0554471,0.076,0.0205529,>=1%
1,300378,9550,3,1,1638.780273,0.0209424,0.104712,0.0209424,0,0.026178,0.1256544,0.4397906,0,0.0157068,0,0.1989529,0.0471204,3,0,0,0,1,3200,3200,85,85,85,9038,8.275597,8.275597,3200,0,0,0,7. Gauteng,774. City Of Johannesburg Metropolitan Municipality,100,,1000,,200,,,200,,,250,,,,,,,1900,,100,,,,250,,,,,,,,,,4000,950,250,,,,,,,150,,,,200,,,,,,,,,,9860,,3. Urban Formal,,1,0,0,0,0,0,0,1600,1600,42.5,3277.561,3277.561,200,200,0,250,1200,4200,0,150,0,450,1,1,0,0,0,0,1,1638,DW Household,1,,2,0,9.55,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0092147,0.001089,0.0067853,0.0011937,0.0162723,0,0,0.0129319,-0.0001309,0,0.0013665,0.0032042,0.0519267,0.076,0.0240733,>=1%
0,300382,6806,5,1,500.5694885,0.095504,0.2203938,0,0,0.0293858,0.2938583,0.1322363,0,0.0293858,0,0.0440788,0.1551572,0,5,0,0,1,830,830,48,40,40,1019,4.792148,4.792148,5830,0,0,1,1. Western Cape,3. Overberg District Municipality,,,1500,,,,,500,,,200,,,,,,,300,200,400,50,,,153,,153,,,400,,,,,,1000,1000,,,,,,,200,,,,150,500,,,100,,,,,,5600,,4. Urban Informal,,1,1,0,0,0,0,0,830,830,,500.5695,500.5695,650,0,0,200,2000,900,0,200,0,1056,0,0,1,0,0,0,1,500,DW Household,,,,0,6.806,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0193947,0,0.0158684,0.0054437,0.0048927,0,0,0.0028651,-0.0001469,0,0.0025566,0.0105507,0.0614249,0.076,0.0145751,>=1%
0,300384,1290,4,1,406.3954773,0.1860465,0.4651163,0.3488372,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2100,2100,96,48,48,3013,10.10393,10.10393,4100,0,0,1,3. Northern Cape,7. Karoo District Municipality,,,600,200,250,,,,,,,,,,,,,,,150,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,4. Urban Informal,,1,1,0,0,0,0,0,2100,2100,,406.3955,406.3955,240,450,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,406,DW Household,,,,0,1.29,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0409302,0.0181395,0,0.0106047,0,0,0,0,0,0,0,0,0.0696744,0.076,0.0063256,>=0.5% & <1%
0,300387,1750,8,1,645.3309326,0.1428571,0.8571429,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,1500,1500,,0,0,8027,,,1500,0,1,0,8. Mpumalanga,32. Ehlanzeni District Municipality,,,1500,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,1500,1500,,645.3309,645.3309,250,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,645,DW Household,,,,1,1.75,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0754286,0,0,0.0081429,0,0,0,0,0,0,0,0,0.0835714,0.076,-0.0075714,< 0%
1,300391,1000,1,1,60.66864014,0,0.25,0.2,0,0,0.2,0.35,0,0,0,0,0,1,0,0,0,1,2500,2500,45,45,45,3014,12.83038,12.83038,2500,0,0,0,1. Western Cape,171. City Of Cape Town Metropolitan Municipality,,,250,,200,,,250,100,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,2500,,3. Urban Formal,,1,0,1,0,0,0,0,2500,2500,,60.66864,60.66864,0,200,0,0,200,350,0,0,0,0,1,1,0,0,0,0,1,60,DW Household,2,2,,0,1,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.022,0.0104,0.0108,0,0.01295,0,0,0,0,0,0,0,0.05615,0.076,0.01985,>=1%
1,300393,820,3,1,541.3878174,0.1219512,0.3658537,0,0,0.0609756,0,0.1829268,0,0,0,0,0.2682927,3,0,0,0,1,1500,1500,45,45,45,5040,7.698229,7.698229,1500,0,0,0,5. KwaZulu-Natal,25. Amajuba District Municipality,,,300,,,,,150,,,50,,,,,,,,,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,1780,,3. Urban Formal,,1,1,0,0,0,0,0,1500,1500,,541.3878,541.3878,100,0,0,50,0,150,0,0,0,220,1,1,0,0,0,0,1,541,DW Household,,,,0,0.82,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0321951,0,0,0.0069512,0.0067683,0,0,0,-0.0003049,0,0,0.0182439,0.0638537,0.076,0.0121463,>=1%
0,300398,500,1,1,820.8464966,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40,40,40,1049,,,,1,0,0,1. Western Cape,4. Eden District Municipality,100,,300,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,,1. Rural Formal,,0,0,0,0,0,0,0,0,0,,820.8465,820.8465,100,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,820,DW Household,,,,1,0.5,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0528,0.0104,0,0.0114,0,0,0,0,0,0,0,0,0.0746,0.076,0.0014,>=0% & <0.5%
1,300403,3140,2,1,72.81754303,0.0955414,0.3821656,0.0191083,0,0.0636943,0,0.2866242,0,0,0,0.0318471,0.1210191,0,2,0,0,1,1470,1470,45,45,45,1035,7.544265,7.544265,1470,0,0,0,1. Western Cape,5. Central Karoo District Municipality,,,1200,60,,,,200,,,200,,,,,,,100,,300,,,,30,,,,,,,450,,250,,,,,,,,,,,,,,300,,50,,,,,,,,3600,,3. Urban Formal,,1,1,0,0,0,0,0,1470,1470,,72.81754,72.81754,300,60,0,200,0,900,0,0,0,380,1,0,1,0,0,0,1,72,DW Household,,,,0,3.14,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0336306,0.0009936,0,0.0054459,0.0106051,0,0,0.0020701,-0.0003185,0,0,0.0082293,0.0606561,0.076,0.0153439,>=1%
0,300410,7350,5,1,1131.29834,0.0816327,0.2721089,0,0,0.0204082,0,0.1768707,0,0,0,0.2040816,0.244898,5,0,0,0,1,1200,1200,96,48,48,5008,5.773672,5.773672,7700,0,1,0,5. KwaZulu-Natal,21. Ugu District Municipality,,,2000,,,,,100,,,150,,,,,,,1500,100,500,,,,,,,,1600,,,,,,,,,,,,,,,,,,,100,,100,1200,,,,,,,10000,,2. Tribal Authority Areas,,0,0,0,0,0,0,0,1200,1200,,1131.298,1131.298,600,0,0,150,0,1300,0,0,0,1800,0,1,0,0,0,0,1,1131,DW Household,,,,0,7.35,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0239456,0,0,0.0046531,0.0065442,0,0,0.0132653,-0.000102,0,0,0.0166531,0.0649592,0.076,0.0110408,>=1%
1,300417,2045,4,1,1231.776855,0.0977995,0.391198,0,0,0.1466993,0,0.2444988,0,0,0,0.0977995,0.0220049,4,0,0,0,1,1000,1000,12,12,12,4010,19.24557,19.24557,1000,0,0,0,4. Free State,17. Motheo District Municipality,,,800,,,,,500,,,300,,,,,,,200,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,6,3. Urban Formal,,1,0,0,0,0,0,0,1000,1000,,1231.777,1231.777,200,0,0,300,0,500,0,0,0,45,1,1,0,0,0,0,1,1231,DW Household,,,,0,2.045,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0344254,0,0,0.0055746,0.0090465,0,0,0.006357,-0.0007335,0,0,0.0014963,0.0561663,0.076,0.0198337,>=1%
0,300418,2780,4,0,1468.011597,0.0359712,0.647482,0.1079137,0,0.0035971,0,0,0,0,0,0.1618705,0.0431655,4,0,0,0,1,0,3600,52,52,0,4028,15.98863,,3600,1,0,0,4. Free State,20. Northern Free State District Municipality,,,1800,100,200,,,,,,10,,,,,,,450,,,100,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,,1. Rural Formal,,0,0,0,0,0,0,0,,3600,,0,1468.012,100,300,0,10,0,0,0,0,0,120,,1,0,0,0,0,1,1468,DW Employer,,,,1,2.78,0.088,0.052,0.054,0.057,0.037,0.046,0.095,0.065,-0.005,0.027,0.087,0.068,0.0569784,0.0056115,0,0.0020504,0,0,0,0.0105216,-0.000018,0,0,0.0029353,0.0780791,0.076,-0.0020791,< 0%
